id,geller_sku,major_item,type,stone_shape,stone_size,Karats,setting_sku,soldering_sku_per_post_or_back,stuller_sku,qty_to_order_of_stuller_sku,part_cost_note,JLRC_labor_torch,JLRC_labor_laser,picklist_item_if_needed,picklist_quantity_if_needed,picklist_stuller_if_needed,note,dependent_part_skus,comparative_percentage_to_sku,created_at,updated_at,deleted_at
157,41078,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.12 to .17ct up to 3.5mm,14ktyg,70001,,"[""23578:100038:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
158,41079,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.12 to .17ct up to 3.5mm,14ktwg,70001,,"[""23578:100037:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
159,41080,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.12 to .17ct up to 3.5mm,18ktyg,70001,,"[""23578:100040:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
160,41081,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.12 to .17ct up to 3.5mm,18ktwg,70001,,"[""23578:100039:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
161,41082,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.12 to .17ct up to 3.5mm,Platinum,70001,,"[""23578:100041:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
162,41083,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.12 to .17ct up to 3.5mm,Silver,70001,,"[""23578:1000380:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
163,41084,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.13 to .23ct up to 4.0mm,14ktyg,70001,,"[""23578:100032:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
164,41085,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.13 to .23ct up to 4.0mm,14ktwg,70001,,"[""23578:100031:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
165,41086,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.13 to .23ct up to 4.0mm,18ktyg,70001,,"[""23578:100034:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
166,41087,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.13 to .23ct up to 4.0mm,18ktwg,70001,,"[""23578:100033:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
167,41088,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.13 to .23ct up to 4.0mm,Platinum,70001,,"[""23578:100035:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
168,41089,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.13 to .23ct up to 4.0mm,Silver,70001,,"[""23578:100036:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
169,41090,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.24 to .35ct up to 4.5mm,14ktyg,70002,,"[""23578:100014:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
170,41091,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.24 to .35ct up to 4.5mm,14ktwg,70002,,"[""23578:100013:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
171,41092,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.24 to .35ct up to 4.5mm,18ktyg,70002,,"[""23578:100016:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
172,41093,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.24 to .35ct up to 4.5mm,18ktwg,70002,,"[""23578:100015:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
173,41094,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.24 to .35ct up to 4.5mm,Platinum,70002,,"[""23578:100017:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
174,41095,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.24 to .35ct up to 4.5mm,Silver,70002,,"[""23578:1000140:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
175,41096,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.36 to .47ct up to 5.0mm,14ktyg,70002,,"[""23578:100026:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
176,41097,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.36 to .47ct up to 5.0mm,14ktwg,70002,,"[""23578:100025:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
177,41098,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.36 to .47ct up to 5.0mm,18ktyg,70002,,"[""23578:100028:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
178,41099,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.36 to .47ct up to 5.0mm,18ktwg,70002,,"[""23578:100027:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
179,41100,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.36 to .47ct up to 5.0mm,Platinum,70002,,"[""23578:100029:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
180,41101,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.36 to .47ct up to 5.0mm,Silver,70002,,"[""23578:1000260:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
181,41102,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.48ct to .62ct up to 5.5mm,14ktyg,70002,,"[""23578:100056:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
182,41103,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.48ct to .62ct up to 5.5mm,14ktwg,70002,,"[""23578:100055:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
183,41104,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.48ct to .62ct up to 5.5mm,18ktyg,70002,,"[""23578:100058:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
184,41105,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.48ct to .62ct up to 5.5mm,18ktwg,70002,,"[""23578:100057:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
185,41106,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.48ct to .62ct up to 5.5mm,Platinum,70002,,"[""23578:100059:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
186,41107,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.48ct to .62ct up to 5.5mm,Silver,70002,,"[""23578:1023:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
187,41108,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.63 to .80ct up to 6.0mm,14ktyg,70003,,"[""23578:100044:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
188,41109,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.63 to .80ct up to 6.0mm,14ktwg,70003,,"[""23578:100043:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
189,41110,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.63 to .80ct up to 6.0mm,18ktyg,70003,,"[""23578:100046:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
190,41111,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.63 to .80ct up to 6.0mm,18ktwg,70003,,"[""23578:100045:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
191,41112,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.63 to .80ct up to 6.0mm,Platinum,70003,,"[""23578:100047:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
192,41113,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.63 to .80ct up to 6.0mm,Silver,70003,,"[""23578:1000440:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
193,41114,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.81. to 1.00ct up to 6.5mm,14ktyg,70004,,"[""23578:100068:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
194,41115,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.81. to 1.00ct up to 6.5mm,14ktwg,70004,,"[""23578:100067:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
195,41116,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.81. to 1.00ct up to 6.5mm,18ktyg,70004,,"[""23578:100070:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
196,41117,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.81. to 1.00ct up to 6.5mm,18ktwg,70004,,"[""23578:100069:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
197,41118,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.81. to 1.00ct up to 6.5mm,Platinum,70004,,"[""23578:100071:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
198,41119,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,.81. to 1.00ct up to 6.5mm,Silver,70004,,"[""23578:1012:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
199,41120,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.01ct. to 1.25ct up to 7.0mm,14ktyg,70004,,"[""23578:100002:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
200,41121,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.01ct. to 1.25ct up to 7.0mm,14ktwg,70004,,"[""23578:100001:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
201,41122,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.01ct. to 1.25ct up to 7.0mm,18ktyg,70004,,"[""23578:100004:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
202,41123,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.01ct. to 1.25ct up to 7.0mm,18ktwg,70004,,"[""23578:100003:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
203,41124,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.01ct. to 1.25ct up to 7.0mm,Platinum,70004,,"[""23578:100005:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
204,41125,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.01ct. to 1.25ct up to 7.0mm,Silver,70004,,"[""23578:100012:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
205,41126,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.26 to 1.55ct up to 7.5mm,14ktyg,70005,,"[""23578:100020:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
206,41127,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.26 to 1.55ct up to 7.5mm,14ktwg,70005,,"[""23578:100019:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
207,41128,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.26 to 1.55ct up to 7.5mm,18ktyg,70005,,"[""23578:100022:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
208,41129,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.26 to 1.55ct up to 7.5mm,18ktwg,70005,,"[""23578:100021:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
209,41130,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.26 to 1.55ct up to 7.5mm,Platinum,70005,,"[""23578:100023:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
210,41131,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.26 to 1.55ct up to 7.5mm,Silver,70005,,"[""23578:1000200:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
211,41132,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.56 to 1.90ct up to 8.00mm,14ktyg,70006,,"[""23578:100050:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
212,41133,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.56 to 1.90ct up to 8.00mm,14ktwg,70006,,"[""23578:100049:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
213,41134,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.56 to 1.90ct up to 8.00mm,18ktyg,70006,,"[""23578:100052:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
214,41135,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.56 to 1.90ct up to 8.00mm,18ktwg,70006,,"[""23578:100051:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
215,41136,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.56 to 1.90ct up to 8.00mm,Platinum,70006,,"[""23578:100053:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
216,41137,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.56 to 1.90ct up to 8.00mm,Silver,70006,,"[""23578:1011:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
217,41138,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.91 to 2.20ct up to 8.50mm,14ktyg,70006,,"[""23578:1026:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
218,41139,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.91 to 2.20ct up to 8.50mm,14ktwg,70006,,"[""23578:1025:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
219,41140,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.91 to 2.20ct up to 8.50mm,18ktyg,70006,,"[""23578:1032:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
220,41141,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.91 to 2.20ct up to 8.50mm,18ktwg,70006,,"[""23578:1031:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
221,41142,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.91 to 2.20ct up to 8.50mm,Platinum,70006,,"[""23578:1034:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
222,41143,Earring Mounting,"3 Prong Martini earrings, complete with ear backs",Round,1.91 to 2.20ct up to 8.50mm,Silver,70006,,"[""23578:1035:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
223,41144,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.11cts: 3.0mm,14ktyg,70201,,"[""29921:1002:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
224,41145,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.11cts: 3.0mm,14ktwg,70201,,"[""29921:1001:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
225,41146,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.11cts: 3.0mm,18ktyg,70201,,"[""29921:1007:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
226,41147,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.11cts: 3.0mm,18ktwg,70201,,"[""29921:1006:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
227,41148,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.11cts: 3.0mm,Platinum,70201,,"[""29921:1008:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
228,41149,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.11cts: 3.0mm,Silver,70201,,"[""29921:1009:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
229,41150,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.16cts: 3.4mm,14ktyg,70202,,"[""29921:1012:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
230,41151,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.16cts: 3.4mm,14ktwg,70202,,"[""29921:1011:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
231,41152,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.16cts: 3.4mm,18ktyg,70202,,"[""29921:1017:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
232,41153,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.16cts: 3.4mm,18ktwg,70202,,"[""29921:1016:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
233,41154,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.16cts: 3.4mm,Platinum,70202,,"[""29921:1018:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
234,41155,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.16cts: 3.4mm,Silver,70202,,"[""29921:1019:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
235,41156,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.25cts: 4.1mm,14ktyg,70202,,"[""29921:1022:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
236,41157,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.25cts: 4.1mm,14ktwg,70202,,"[""29921:1021:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
237,41158,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.25cts: 4.1mm,18ktyg,70202,,"[""29921:1027:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
238,41159,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.25cts: 4.1mm,18ktwg,70202,,"[""29921:1026:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
239,41160,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.25cts: 4.1mm,Platinum,70202,,"[""29921:1028:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
240,41161,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.25cts: 4.1mm,Silver,70202,,"[""29921:1029:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
241,41162,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.33cts: 4.4mm,14ktyg,70202,,"[""29921:1032:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
242,41163,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.33cts: 4.4mm,14ktwg,70202,,"[""29921:1036:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
243,41164,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.33cts: 4.4mm,18ktyg,70202,,"[""29921:1037:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
244,41165,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.33cts: 4.4mm,18ktwg,70202,,"[""29921:1036:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
245,41166,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.33cts: 4.4mm,Platinum,70202,,"[""29921:1038:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
246,41167,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.33cts: 4.4mm,Silver,70202,,"[""29921:1039:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
247,41168,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.40cts: 4.8mm,14ktyg,70202,,"[""29921:1042:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
248,41169,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.40cts: 4.8mm,14ktwg,70202,,"[""29921:1041:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
249,41170,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.40cts: 4.8mm,18ktyg,70202,,"[""29921:1047:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
250,41171,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.40cts: 4.8mm,18ktwg,70202,,"[""29921:1046:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
251,41172,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.40cts: 4.8mm,Platinum,70202,,"[""29921:1048:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
252,41173,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.40cts: 4.8mm,Silver,70202,,"[""29921:1049:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
253,41174,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.50cts: 5.2mm,14ktyg,70203,,"[""29921:1052:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
254,41175,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.50cts: 5.2mm,14ktwg,70203,,"[""29921:1051:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
255,41176,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.50cts: 5.2mm,18ktyg,70203,,"[""29921:1057:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
256,41177,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.50cts: 5.2mm,18ktwg,70203,,"[""29921:1056:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
257,41178,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.50cts: 5.2mm,Platinum,70203,,"[""29921:1058:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
258,41179,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.50cts: 5.2mm,Silver,70203,,"[""29921:1059:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
259,41180,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.65cts: 5.6mm,14ktyg,70203,,"[""29921:1062:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
260,41181,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.65cts: 5.6mm,14ktwg,70203,,"[""29921:1061:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
261,41182,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.65cts: 5.6mm,18ktyg,70203,,"[""29921:1067:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
262,41183,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.65cts: 5.6mm,18ktwg,70203,,"[""29921:1066:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
263,41184,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.65cts: 5.6mm,Platinum,70203,,"[""29921:1068:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
264,41185,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.65cts: 5.6mm,Silver,70203,,"[""29921:1069:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
265,41186,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.75cts: 5.8mm,14ktyg,70203,,"[""29921:1072:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
266,41187,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.75cts: 5.8mm,14ktwg,70203,,"[""29921:1071:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
267,41188,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.75cts: 5.8mm,18ktyg,70203,,"[""29921:1077:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
268,41189,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.75cts: 5.8mm,18ktwg,70203,,"[""29921:1076:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
269,41190,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.75cts: 5.8mm,Platinum,70203,,"[""29921:1078:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
270,41191,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.75cts: 5.8mm,Silver,70203,,"[""29921:1079:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
271,41192,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.80cts: 6.0mm,14ktyg,70204,,"[""29921:1082:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
272,41193,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.80cts: 6.0mm,14ktwg,70204,,"[""29921:1081:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
273,41194,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.80cts: 6.0mm,18ktyg,70204,,"[""29921:1087:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
274,41195,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.80cts: 6.0mm,18ktwg,70204,,"[""29921:1086:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
275,41196,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.80cts: 6.0mm,Platinum,70204,,"[""29921:1088:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
276,41197,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,.80cts: 6.0mm,Silver,70204,,"[""29921:1089:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
277,41198,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,1.0cts: 6.5mm,14ktyg,70204,,"[""29921:1092:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
278,41199,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,1.0cts: 6.5mm,14ktwg,70204,,"[""29921:1091:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
279,41200,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,1.0cts: 6.5mm,18ktyg,70204,,"[""29921:1097:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
280,41201,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,1.0cts: 6.5mm,18ktwg,70204,,"[""29921:1096:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
281,41202,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,1.0cts: 6.5mm,Platinum,70204,,"[""29921:1098:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
282,41203,Earring Mounting,"Bezel Set earrings, Cocktail Style with ear Backs",Round,1.0cts: 6.5mm,Silver,70204,,"[""29921:1099:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
283,41204,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,4x3mm,14ktyg,70701,,"[""1872:25504:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
284,41205,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,4x3mm,14ktwg,70701,,"[""1872:25498:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
285,41206,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,4x3mm,18ktyg,70701,,"[""1872:312271:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
